ND,FCR,RCC,DWM,DWF,NM,NC,LAR,LAM,WR,NWP,NR,DWT,DM,DF,DLP,DDL,ALT,SD,PS,MV,WP,WT,category
23,1034,0.5753823743627094,0.3653846153846153,0.3175424079437319,85,16,670,89,2,29,2579,-0.873015873015873,-1.0,-1.0,0.0634920634920634,0.0006345473717607755,0.0006345473717607755,F71-bpendleton@apache.org,F3-NA,F15-NA,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,EXPERIMENTAL,open
23,1034,0.5753823743627094,0.275,0.8773272652047993,85,16,670,89,2,29,6823,-0.873015873015873,-1.0,-1.0,0.0634920634920634,0.0006345473717607755,0.0006345473717607755,F71-bpendleton@apache.org,F3-String,F15-NA,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,EXPERIMENTAL,open
23,1034,0.5753823743627094,0.1282051282051282,0.8866363260239967,85,16,670,89,2,29,6486,-0.873015873015873,-1.0,-1.0,0.0634920634920634,0.0006345473717607755,0.0006345473717607755,F71-bpendleton@apache.org,F3-String,F15-NA,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,EXPERIMENTAL,open
23,1034,0.5753823743627094,1.0,0.7281754240794374,85,16,670,89,3,29,7139,-0.8571428571428571,-1.0,-1.0,0.0714285714285714,0.5053182062282564,0.5053182062282564,F71-bpendleton@apache.org,F3-String,F15-NA,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,BAD_PRACTICE,open
23,1034,0.5753823743627094,0.6363636363636364,0.3719486967314853,85,16,670,89,3,29,381,-0.8571428571428571,-1.0,-1.0,0.0714285714285714,0.5053182062282564,0.5053182062282564,F71-mamta@apache.org,F3-String,F15-NA,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,BAD_PRACTICE,open
23,1034,0.5753823743627094,0.6923076923076923,0.3388498138187836,85,16,670,89,3,29,381,-0.8571428571428571,-1.0,-1.0,0.0714285714285714,0.5053182062282564,0.5053182062282564,F71-mamta@apache.org,F3-NA,F15-NA,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,BAD_PRACTICE,open
23,1034,0.5753823743627094,0.8260869565217391,0.522548613984278,85,16,670,89,3,29,3743,-0.8571428571428571,-1.0,-1.0,0.0714285714285714,0.5053182062282564,0.5053182062282564,F71-bpendleton@apache.org,F3-NA,F15-NA,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,BAD_PRACTICE,open
23,1034,0.5753823743627094,0.6923076923076923,0.3173355399255275,85,16,670,89,3,29,381,-0.8571428571428571,-1.0,-1.0,0.0714285714285714,0.5053182062282564,0.5053182062282564,F71-mamta@apache.org,F3-NA,F15-NA,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,BAD_PRACTICE,open
23,1034,0.5753823743627094,0.5,0.877120397186595,85,16,670,89,3,29,6823,-0.8571428571428571,-1.0,-1.0,0.0714285714285714,0.5053182062282564,0.5053182062282564,F71-bpendleton@apache.org,F3-NA,F15-NA,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,BAD_PRACTICE,open
23,1034,0.5753823743627094,0.3846153846153846,0.886222589987588,85,16,670,89,3,29,6823,-0.8571428571428571,-1.0,-1.0,0.0714285714285714,0.5053182062282564,0.5053182062282564,F71-bpendleton@apache.org,F3-NA,F15-NA,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,BAD_PRACTICE,open
23,1034,0.5753823743627094,0.6,0.8775341332230038,85,16,670,89,3,29,2168,-1.0,-1.0,-1.0,0.0,0.0007513816017900544,0.0007513816017900544,F71-bpendleton@apache.org,F3-String,F15-NA,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,SECURITY,open
23,1034,0.5753823743627094,1.0,0.8870500620604055,85,16,670,89,3,29,2168,-1.0,-1.0,-1.0,0.0,0.0007513816017900544,0.0007513816017900544,F71-bpendleton@apache.org,F3-String,F15-NA,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,SECURITY,open
23,1034,0.5753823743627094,1.0,0.7281754240794374,85,16,670,89,2,29,7139,-0.7857142857142857,-1.0,-1.0,0.1071428571428571,0.0007513816017900544,0.0007513816017900544,F71-bpendleton@apache.org,F3-String,F15-NA,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,SECURITY,open
23,1034,0.5753823743627094,0.6363636363636364,0.3719486967314853,85,16,670,89,3,29,381,-0.7857142857142857,-1.0,-1.0,0.1071428571428571,0.0007513816017900544,0.0007513816017900544,F71-mamta@apache.org,F3-String,F15-NA,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,SECURITY,open
23,1034,0.5753823743627094,0.6923076923076923,0.3388498138187836,85,16,670,89,3,29,381,-0.7857142857142857,-1.0,-1.0,0.1071428571428571,0.0007513816017900544,0.0007513816017900544,F71-mamta@apache.org,F3-NA,F15-NA,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,SECURITY,open
23,1034,0.5753823743627094,0.8260869565217391,0.522548613984278,85,16,670,89,3,29,3743,-0.7857142857142857,-1.0,-1.0,0.1071428571428571,0.0007513816017900544,0.0007513816017900544,F71-bpendleton@apache.org,F3-NA,F15-NA,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,SECURITY,open
23,1034,0.5753823743627094,0.6923076923076923,0.3173355399255275,85,16,670,89,3,29,381,-0.7857142857142857,-1.0,-1.0,0.1071428571428571,0.0007513816017900544,0.0007513816017900544,F71-mamta@apache.org,F3-NA,F15-NA,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,SECURITY,open
23,1034,0.5753823743627094,0.7692307692307693,0.8887050062060405,85,16,670,89,3,29,2168,-0.7857142857142857,-1.0,-1.0,0.1071428571428571,0.0007513816017900544,0.0007513816017900544,F71-bpendleton@apache.org,F3-NA,F15-NA,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,SECURITY,open
215,1288,1.0579710144927537,0.4,0.75,11,16,82,0,2,39,294,-0.6484375,-1.0,-1.0,0.17578125,0.2134150479829466,0.2134150479829466,F71-rhillegas@apache.org,F3-NA,F15-NA,DLS_DEAD_LOCAL_STORE,STYLE,open
3154,8134,0.4822695035460992,0.5311355311355311,0.3647540983606557,20,16,60,0,2,39,7138,-0.4769230769230769,-1.0,-1.0,0.2615384615384615,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,SF_SWITCH_NO_DEFAULT,STYLE,open
3154,8134,0.640625,1.0,0.4798387096774194,15,16,29,0,2,39,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,0.4537037037037037,1.0,0.3571428571428571,20,16,44,0,2,39,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,0.4537037037037037,1.0,0.5082417582417582,20,16,44,0,2,39,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,0.4537037037037037,1.0,0.2774725274725275,20,16,44,0,2,39,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
3154,8134,0.4537037037037037,1.0,0.2802197802197802,20,16,44,0,2,39,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
3154,8134,0.4537037037037037,1.0,0.5247252747252747,20,16,44,0,2,39,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
3154,8134,0.4537037037037037,1.0,0.5412087912087912,20,16,44,0,2,39,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
1878,4132,0.3636363636363636,1.0,0.5945945945945946,4,16,6,0,2,39,3136,-1.0,0.0,-1.0,0.0,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,SE_NO_SUITABLE_CONSTRUCTOR_FOR_EXTERNALIZATION,BAD_PRACTICE,open
3154,8134,1.4715447154471544,1.0,0.3283582089552239,10,16,66,0,2,39,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,1.4715447154471544,1.0,0.3522388059701492,10,16,66,0,2,39,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,1.4715447154471544,1.0,0.2477611940298507,10,16,66,0,2,39,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
3154,8134,1.4715447154471544,1.0,0.2895522388059701,10,16,66,0,2,39,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
3154,8134,1.4715447154471544,1.0,0.2925373134328358,10,16,66,0,2,39,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
3154,8134,0.3226837060702875,1.0,0.4928131416837782,23,16,75,0,2,39,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-bpendleton@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,0.3226837060702875,1.0,0.5112936344969199,23,16,75,0,2,39,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-bpendleton@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,0.3226837060702875,1.0,0.4845995893223819,23,16,75,0,2,39,7139,-0.6888888888888889,-1.0,-1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-bpendleton@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,open
3154,8134,0.3226837060702875,1.0,0.3634496919917864,23,16,75,0,2,39,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-bpendleton@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
3154,8134,0.3226837060702875,1.0,0.3593429158110883,23,16,75,0,2,39,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-bpendleton@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
3154,8134,0.3226837060702875,1.0,0.3613963039014374,23,16,75,0,2,39,7139,-0.5555555555555556,-1.0,-1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-bpendleton@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,open
3154,8134,0.3226837060702875,1.0,0.8726899383983573,23,16,75,0,2,39,7138,-0.4769230769230769,-1.0,-1.0,0.2615384615384615,0.2134150479829466,0.2134150479829466,F71-bpendleton@apache.org,F3-String,F15-NA,SF_SWITCH_NO_DEFAULT,STYLE,open
2091,4740,1.1058823529411763,0.7142857142857143,0.4516129032258064,9,16,5,0,2,39,3744,-1.0,0.0,0.1428571428571428,0.0,0.2155912961707118,0.2155912961707118,F71-djd@apache.org,F3-NA,F15-NA,DMI_INVOKING_TOSTRING_ON_ARRAY,CORRECTNESS,open
2091,4740,1.1058823529411763,0.7142857142857143,0.4516129032258064,9,16,5,0,2,39,3744,-1.0,0.0,0.1428571428571428,0.0,0.2155912961707118,0.2155912961707118,F71-djd@apache.org,F3-NA,F15-NA,DMI_INVOKING_TOSTRING_ON_ARRAY,CORRECTNESS,open
2091,4740,1.1058823529411763,1.0,0.5069124423963134,9,16,5,0,2,39,3744,-0.6888888888888889,1.0,0.1428571428571428,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,close
2091,4740,1.1058823529411763,1.0,0.5207373271889401,9,16,5,0,2,39,3617,-0.6888888888888889,1.0,0.1428571428571428,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,close
2091,4740,1.1058823529411763,0.2857142857142857,0.4101382488479262,9,16,5,0,2,39,3744,-0.5555555555555556,0.0,0.1428571428571428,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,close
2091,4740,1.1058823529411763,0.4285714285714285,0.4147465437788018,9,16,5,0,2,39,3744,-0.5555555555555556,0.0,0.1428571428571428,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-djd@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,close
3154,8134,0.4822695035460992,0.5357142857142857,0.4610655737704918,20,16,60,0,2,39,7138,-1.0,-1.0,-1.0,0.0,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-String,F15-NA,EQ_DOESNT_OVERRIDE_EQUALS,STYLE,open
1221,2919,0.7814569536423841,1.0,0.7766666666666666,28,16,37,0,2,39,7139,-0.3333333333333333,-1.0,-1.0,0.3333333333333333,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,BC_EQUALS_METHOD_SHOULD_WORK_FOR_ALL_OBJECTS,BAD_PRACTICE,open
1221,2919,0.7814569536423841,0.75,0.985,28,16,37,0,3,39,3175,-0.6410256410256411,-1.0,-1.0,0.1794871794871795,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,BC_UNCONFIRMED_CAST,STYLE,open
1221,2919,0.7814569536423841,0.75,0.9966666666666668,28,16,37,0,3,39,3175,-0.6410256410256411,-1.0,-1.0,0.1794871794871795,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,BC_UNCONFIRMED_CAST,STYLE,open
1221,2919,0.7814569536423841,1.0,0.7766666666666666,28,16,37,0,1,39,7138,-0.5,-1.0,-1.0,0.25,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,HE_EQUALS_USE_HASHCODE,BAD_PRACTICE,open
1221,2919,0.7814569536423841,1.0,0.7766666666666666,28,16,37,0,2,39,7138,-0.3333333333333333,-1.0,-1.0,0.3333333333333333,0.5053182062282564,0.5053182062282564,F71-djd@apache.org,F3-NA,F15-NA,NP_EQUALS_SHOULD_HANDLE_NULL_ARGUMENT,BAD_PRACTICE,open
1221,2919,0.7814569536423841,1.0,0.9816666666666668,28,16,37,0,3,39,7138,-0.8333333333333334,-1.0,-1.0,0.0833333333333333,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,PZLA_PREFER_ZERO_LENGTH_ARRAYS,STYLE,open
1221,2919,0.7814569536423841,1.0,0.9933333333333332,28,16,37,0,3,39,7138,-0.8333333333333334,-1.0,-1.0,0.0833333333333333,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-NA,F15-NA,PZLA_PREFER_ZERO_LENGTH_ARRAYS,STYLE,open
1228,2927,1.3863636363636365,0.6666666666666666,0.7142857142857143,7,16,4,0,2,39,1931,-0.6484375,-1.0,-1.0,0.17578125,0.2134150479829466,0.2134150479829466,F71-rhillegas@apache.org,F3-NA,F15-NA,DLS_DEAD_LOCAL_STORE,STYLE,open
3154,8134,1.0789473684210529,0.4285714285714285,0.5245901639344263,9,16,29,0,3,39,1820,-0.8846153846153846,-1.0,-1.0,0.0576923076923076,0.2134150479829466,0.2134150479829466,F71-rhillegas@apache.org,F3-NA,F15-NA,DLS_DEAD_LOCAL_STORE_OF_NULL,STYLE,open
3154,8134,0.4822695035460992,0.5357142857142857,0.4610655737704918,20,16,60,0,2,39,7138,-1.0,-1.0,-1.0,0.0,0.2134150479829466,0.2134150479829466,F71-djd@apache.org,F3-String,F15-NA,EQ_DOESNT_OVERRIDE_EQUALS,STYLE,open
2894,7791,0.7298387096774194,1.0,0.2427385892116182,16,6,334,11,2,7,6146,-0.6410256410256411,-0.3333333333333333,-0.3333333333333333,0.1794871794871795,0.2134150479829466,0.2134150479829466,F71-kristwaa@apache.org,F3-NA,F15-NA,BC_UNCONFIRMED_CAST,STYLE,open
2894,7791,0.7298387096774194,1.0,0.3360995850622407,16,6,334,11,2,7,5917,-0.6410256410256411,-0.3333333333333333,-0.3333333333333333,0.1794871794871795,0.2134150479829466,0.2134150479829466,F71-kristwaa@apache.org,F3-NA,F15-NA,BC_UNCONFIRMED_CAST,STYLE,close
2894,7791,0.7298387096774194,0.1911764705882352,0.3226141078838174,16,6,334,11,2,7,3013,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.2134150479829466,0.2134150479829466,F71-kristwaa@apache.org,F3-NA,F15-NA,DB_DUPLICATE_BRANCHES,STYLE,open
2894,7791,0.7058823529411765,0.6666666666666666,0.9902912621359224,13,6,181,11,2,7,6790,-0.3333333333333333,1.0,1.0,0.3333333333333333,0.5053182062282564,0.5053182062282564,F71-fuzzylogic@apache.org,F3-NA,F15-NA,BC_EQUALS_METHOD_SHOULD_WORK_FOR_ALL_OBJECTS,BAD_PRACTICE,close
2894,7791,0.7058823529411765,0.6666666666666666,0.8980582524271845,13,6,181,11,2,7,6795,-0.6888888888888889,1.0,1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-bandaram@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,close
2894,7791,0.7058823529411765,0.625,0.5461165048543689,13,6,181,11,3,7,6795,-0.8571428571428571,0.5,1.0,0.0714285714285714,0.5053182062282564,0.5053182062282564,F71-bandaram@apache.org,F3-NA,F15-NA,NM_CONFUSING,BAD_PRACTICE,close
2894,7791,0.7058823529411765,0.6666666666666666,0.9902912621359224,13,6,181,11,2,7,6790,-0.3333333333333333,1.0,1.0,0.3333333333333333,0.5053182062282564,0.5053182062282564,F71-fuzzylogic@apache.org,F3-NA,F15-NA,NP_EQUALS_SHOULD_HANDLE_NULL_ARGUMENT,BAD_PRACTICE,close
2529,6825,0.2906976744186046,0.6666666666666666,0.9487870619946092,27,92,444,572,2,111,6795,-0.6888888888888889,1.0,1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-myrnavl@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,close
2529,6825,0.2906976744186046,0.4285714285714285,0.068733153638814,27,92,444,572,2,111,6795,-0.5555555555555556,1.0,1.0,0.2222222222222222,0.1733967403628118,0.1733967403628118,F71-myrnavl@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP2,MALICIOUS_CODE,close
2529,6825,0.2906976744186046,1.0,0.0471698113207547,27,92,444,572,2,111,6795,1.0,0.0,1.0,1.0,0.5053182062282564,0.5053182062282564,F71-myrnavl@apache.org,F3-NA,F15-NA,NM_SAME_SIMPLE_NAME_AS_INTERFACE,BAD_PRACTICE,close
2165,5209,0.8235294117647058,1.0,0.4383561643835616,5,92,7,572,3,111,4213,-0.2222222222222222,0.0,-1.0,0.3888888888888889,0.2857938467154214,0.2857938467154214,F71-rhillegas@apache.org,F3-NA,F15-NA,URF_UNREAD_FIELD,PERFORMANCE,open
2436,6515,0.6864406779661016,0.3333333333333333,0.9666666666666668,5,92,171,572,3,111,5519,-0.8333333333333334,-1.0,-1.0,0.0833333333333333,0.2134150479829466,0.2134150479829466,F71-rhillegas@apache.org,F3-NA,F15-NA,PZLA_PREFER_ZERO_LENGTH_ARRAYS,STYLE,open
2894,7791,0.0485981308411214,0.4347826086956521,0.5388888888888889,101,92,944,572,1,111,6790,-0.6484375,1.0,1.0,0.17578125,0.2134150479829466,0.2134150479829466,F71-bpendleton@apache.org,F3-NA,F15-NA,DLS_DEAD_LOCAL_STORE,STYLE,close
2894,7791,0.0485981308411214,0.4347826086956521,0.5603174603174603,101,92,944,572,1,111,6790,-0.6484375,1.0,1.0,0.17578125,0.2134150479829466,0.2134150479829466,F71-bpendleton@apache.org,F3-NA,F15-NA,DLS_DEAD_LOCAL_STORE,STYLE,close
2894,7791,0.0485981308411214,1.0,0.0365079365079365,101,92,944,572,2,111,6795,1.0,0.0,1.0,1.0,0.5053182062282564,0.5053182062282564,F71-bpendleton@apache.org,F3-NA,F15-NA,NM_SAME_SIMPLE_NAME_AS_INTERFACE,BAD_PRACTICE,close
2894,7791,0.0485981308411214,1.0,0.0365079365079365,101,92,944,572,3,111,6795,0.4545454545454545,0.0,1.0,0.7272727272727273,0.2134150479829466,0.2134150479829466,F71-bpendleton@apache.org,F3-NA,F15-NA,RI_REDUNDANT_INTERFACES,STYLE,close
51,1094,0.1357142857142857,0.4444444444444444,0.8201058201058201,11,92,108,572,2,111,94,0.5,1.0,1.0,0.75,0.2857938467154214,0.2857938467154214,F71-rhillegas@apache.org,F3-String,F15-NA,DM_NUMBER_CTOR,PERFORMANCE,close
2117,4868,0.3036211699164345,0.6666666666666666,0.8966480446927374,40,92,943,572,2,111,6795,-0.6888888888888889,1.0,1.0,0.1555555555555555,0.1733967403628118,0.1733967403628118,F71-kristwaa@apache.org,F3-NA,F15-NA,EI_EXPOSE_REP,MALICIOUS_CODE,close
2117,4868,0.3036211699164345,1.0,0.0335195530726257,40,92,943,572,2,111,6795,1.0,0.0,1.0,1.0,0.5053182062282564,0.5053182062282564,F71-kristwaa@apache.org,F3-NA,F15-NA,NM_SAME_SIMPLE_NAME_AS_INTERFACE,BAD_PRACTICE,close
2117,4868,0.3036211699164345,1.0,0.0446927374301676,40,92,943,572,2,111,6795,-0.6,0.0,1.0,0.1846153846153846,0.2134150479829466,0.2134150479829466,F71-kristwaa@apache.org,F3-NA,F15-NA,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,STYLE,close
2158,5191,1.0,1.0,0.5208333333333334,6,92,124,572,3,111,4195,-0.2222222222222222,0.0,1.0,0.3888888888888889,0.2857938467154214,0.2857938467154214,F71-rhillegas@apache.org,F3-NA,F15-NA,URF_UNREAD_FIELD,PERFORMANCE,close
2151,5146,1.082191780821918,1.0,0.4393063583815029,8,92,4,572,3,111,4195,-0.2222222222222222,0.0,-1.0,0.3888888888888889,0.2857938467154214,0.2857938467154214,F71-rhillegas@apache.org,F3-NA,F15-NA,URF_UNREAD_FIELD,PERFORMANCE,open
