F72,F25,F65,F68,F101,F104,F105,F94,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,category
13761,3795,7,26,0.5978260869565217,0.4629629629629629,0.3055555555555556,16,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,-1.0,3710,151,91,open
10273,2393,8,26,0.7272727272727273,0.4310344827586206,0.75,16,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,-1.0,7098,151,80,open
10273,2393,8,26,0.5757575757575758,0.4310344827586206,0.75,16,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,-1.0,3710,151,80,open
13761,3795,9,26,0.8048780487804879,0.5470085470085471,0.6428571428571429,16,3,-1.0,0.2857142857142857,0.3518318831535469,-0.4285714285714285,0.3518318831535469,-1.0,3709,151,165,open
13405,3532,7,26,0.6580459770114943,0.2627118644067797,0.1458333333333333,16,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,-1.0,3710,151,217,open
13405,3532,7,26,0.4885057471264368,0.2627118644067797,0.0746031746031746,16,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,-1.0,3710,151,217,open
12598,3272,6,26,0.6573033707865169,0.6170212765957447,0.35,16,3,1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,1.0,3709,151,107,close
12598,3272,6,26,0.7471910112359551,0.6170212765957447,0.25,16,3,1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,1.0,3709,151,107,close
13761,3795,10,19,0.5153061224489796,0.2642857142857143,1.0,11,3,-1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,-1.0,3709,25,188,open
13761,3795,4,19,0.6818181818181818,1.1764705882352942,1.0,11,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,-1.0,9003,25,51,open
13761,3795,10,19,0.1853448275862069,0.2699386503067484,1.0,11,3,0.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,0.0,9003,25,156,open
13761,3795,28,19,0.8275261324041812,0.217391304347826,0.8620689655172413,11,3,-1.0,0.2222222222222222,0.3518318831535469,-0.5555555555555556,0.3518318831535469,0.6,8601,25,847,open
13761,3795,28,19,0.2752613240418118,0.217391304347826,0.75,11,1,1.0,0.5714285714285714,0.3518318831535469,0.2857142857142857,0.3518318831535469,0.6,3709,25,847,close
13761,3795,28,19,0.9581881533101044,0.217391304347826,1.0,11,2,1.0,0.8333333333333334,0.0837600739859955,0.6666666666666666,0.0837600739859955,0.6,7411,25,847,close
13761,3795,28,19,0.4930313588850174,0.217391304347826,1.0,11,2,1.0,0.8333333333333334,0.0837600739859955,0.6666666666666666,0.0837600739859955,0.6,8223,25,847,close
13761,3795,28,19,0.4773519163763066,0.217391304347826,1.0,11,3,1.0,1.0,0.3518318831535469,1.0,0.3518318831535469,0.6,715,25,847,close
10182,2185,15,12,0.3881856540084388,0.2222222222222222,1.0,1,3,-1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,-1.0,3709,10,692,open
4850,34,1,15,0.5918367346938775,0.6296296296296297,1.0,9,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,3850,158,28,open
10828,2484,2,15,0.463768115942029,0.4634146341463415,1.0,9,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,6070,158,80,open
9281,1910,11,15,0.6923076923076923,0.1785714285714285,1.0,9,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,1.0,3710,158,24,close
4785,18,19,15,0.1333333333333333,0.3021978021978022,1.0,9,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,27,158,3,open
7734,1165,1,15,0.6530612244897959,0.68,1.0,9,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,2976,158,35,open
9736,2067,30,15,0.3729166666666667,0.2247838616714697,1.0,9,3,1.0,0.5,0.0837600739859955,0.0,0.0837600739859955,0.3333333333333333,5516,158,528,close
9736,2067,30,15,0.0958333333333333,0.2247838616714697,1.0,9,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,0.3333333333333333,8811,158,528,open
10183,2185,30,15,0.2083333333333333,0.3785046728971962,1.0,9,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,6488,158,266,open
11246,2629,11,3,0.4310344827586206,0.2195121951219512,0.3,1,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,-1.0,3710,7,83,open
6169,387,5,49,0.6964285714285714,0.5813953488372093,0.2307692307692307,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,1411,121,1,open
12591,3272,6,49,0.4838709677419355,0.3555555555555555,0.1842105263157894,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,3707,121,157,open
13384,3527,5,49,0.4810126582278481,0.8857142857142857,0.1153846153846153,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,3707,121,200,open
7485,1042,5,49,0.6373626373626373,0.5,0.1333333333333333,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,1612,121,5,open
8455,1626,5,49,0.7526881720430108,1.0526315789473684,0.5,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,3697,121,68,open
4881,40,5,49,0.6194690265486725,0.4444444444444444,0.1052631578947368,35,3,1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,1.0,121,121,82,close
9344,1923,5,49,0.7241379310344828,0.775,0.4,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,3707,121,62,open
8465,1639,5,49,0.6938775510204082,0.62,0.1818181818181818,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,3707,121,44,open
12557,3265,9,49,0.40625,0.5925925925925926,0.1481481481481481,35,1,1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,1.0,3707,121,169,close
9736,2067,5,49,0.6037735849056604,0.6111111111111112,0.2105263157894736,35,3,1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,1.0,3707,121,220,close
7064,752,6,49,0.4297520661157025,0.380281690140845,1.0,35,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,-1.0,3104,121,162,open
9736,2067,5,49,0.544,0.3888888888888889,0.1290322580645161,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,8470,121,94,open
6590,446,4,49,0.5323741007194245,0.3076923076923077,0.088235294117647,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,1832,121,96,open
10346,2411,4,49,0.4962406015037593,0.3068181818181818,0.0857142857142857,35,3,1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,1.0,5588,121,116,close
4871,37,5,49,0.6440677966101694,0.6440677966101694,0.1052631578947368,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,7827,121,109,open
7843,1234,5,49,0.6037735849056604,0.5925925925925926,0.2105263157894736,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,3707,121,83,open
9736,2067,5,49,0.6481481481481481,0.6428571428571429,0.1111111111111111,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,8470,121,112,open
8353,1545,5,49,0.6981132075471698,0.9333333333333332,0.2222222222222222,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,8408,121,198,open
12166,3147,5,49,0.5779816513761468,0.5087719298245614,0.2142857142857142,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,3707,121,170,open
12166,3147,5,49,0.5688073394495413,0.5087719298245614,0.1428571428571428,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,3707,121,170,open
6607,450,5,49,0.5725190839694656,0.3717948717948718,0.0625,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,1784,121,4,open
7216,831,4,49,0.6685393258426966,0.5714285714285714,0.234375,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,2458,121,2,open
8901,1824,5,49,0.6571428571428571,0.6862745098039216,0.1333333333333333,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,7017,121,131,open
8423,1564,5,49,0.6615384615384615,0.676923076923077,0.1304347826086956,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,3707,121,145,open
8720,1727,11,49,0.5929203539823009,0.4154589371980676,0.8947368421052632,35,1,0.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,-0.3333333333333333,1742,121,634,close
8720,1727,11,49,0.6312684365781711,0.4154589371980676,0.0727272727272727,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-0.3333333333333333,3707,121,634,open
8720,1727,11,49,0.4129793510324483,0.4154589371980676,0.0526315789473684,35,3,0.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-0.3333333333333333,8470,121,634,open
8458,1629,5,49,0.7228915662650602,0.7631578947368421,0.5,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,3700,121,49,open
8455,1626,5,49,0.7415730337078652,0.9210526315789472,0.5,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,3697,121,17,open
10004,2131,5,49,0.7222222222222222,0.825,0.4,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,3707,121,66,open
11856,2846,5,49,0.5952380952380952,0.7719298245614035,0.2307692307692307,35,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,-1.0,1646,121,121,open
7736,1178,7,4,0.6354166666666666,0.152317880794702,1.0,1,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,-1.0,776,6,326,open
9655,2036,46,36,0.2020725388601036,0.9773371104815864,0.4166666666666667,13,3,1.0,1.0,0.0394444444444444,1.0,0.0394444444444444,-0.3333333333333333,3962,48,768,close
9655,2036,46,36,0.3769430051813471,0.9773371104815864,1.0,13,3,-1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,-0.3333333333333333,9003,48,768,open
9655,2036,46,36,0.2901554404145077,0.9773371104815864,1.0,13,3,-1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,-0.3333333333333333,9003,48,768,open
13761,3795,5,36,0.6637168141592921,2.090909090909091,0.6666666666666666,13,3,-1.0,0.6666666666666666,1.6734601821037333e-05,0.3333333333333333,1.6734601821037333e-05,-1.0,3707,48,29,open
13761,3795,5,36,0.5132743362831859,2.090909090909091,0.5,13,2,-1.0,0.1052631578947368,0.1653681910833421,-0.7894736842105263,0.1653681910833421,-1.0,8608,48,29,open
10182,2185,37,36,0.3968058968058968,0.4947807933194154,0.2666666666666666,13,3,-1.0,0.2857142857142857,0.3518318831535469,-0.4285714285714285,0.3518318831535469,0.3333333333333333,5516,48,1014,open
10182,2185,37,36,0.7383292383292384,0.4947807933194154,1.0,13,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,0.3333333333333333,9003,48,1014,open
10182,2185,37,36,0.8157248157248157,0.4947807933194154,1.0,13,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,0.3333333333333333,9003,48,1014,open
9655,2036,31,36,0.2192556634304207,1.0359712230215827,1.0,13,2,1.0,1.0,0.0394444444444444,1.0,0.0394444444444444,1.0,3707,48,104,close
9655,2036,31,36,0.441747572815534,1.0359712230215827,1.0,13,3,1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,1.0,3707,48,104,close
9655,2036,31,36,0.3333333333333333,1.0359712230215827,1.0,13,3,1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,1.0,3707,48,104,close
8752,1733,21,36,0.5411471321695761,0.7525252525252525,0.2666666666666666,13,3,1.0,0.2857142857142857,0.3518318831535469,-0.4285714285714285,0.3518318831535469,1.0,6659,48,581,close
13761,3795,3,66,0.7142857142857143,0.52,1.0,17,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,-1.0,9003,83,225,open
10182,2185,15,66,0.978827361563518,0.3509615384615384,1.0,17,2,1.0,1.0,0.0394444444444444,1.0,0.0394444444444444,1.0,8590,83,212,close
11965,3009,7,66,0.6486486486486487,0.3066666666666666,0.9166666666666666,17,3,-1.0,0.3333333333333333,0.3518318831535469,-0.3333333333333333,0.3518318831535469,-1.0,8631,83,51,open
10900,2496,3,66,0.9125,0.7948717948717948,0.2037037037037037,17,2,-1.0,0.8333333333333334,0.0837600739859955,0.6666666666666666,0.0837600739859955,-1.0,8659,83,92,open
13707,3777,2,66,0.6814159292035398,0.53125,1.0,17,2,-1.0,0.5714285714285714,0.3518318831535469,0.2857142857142857,0.3518318831535469,-1.0,8410,83,132,open
9398,1934,11,66,0.6589147286821705,0.5095541401273885,0.3461538461538461,17,3,-1.0,0.0,0.3518318831535469,-1.0,0.3518318831535469,-1.0,3962,83,19,open
5918,341,3,66,0.8170731707317073,0.945945945945946,0.1666666666666666,17,3,1.0,0.2222222222222222,0.3518318831535469,-0.5555555555555556,0.3518318831535469,1.0,1160,83,4,close
6455,423,3,66,0.5432098765432098,0.8717948717948718,1.0,17,3,-1.0,0.6666666666666666,1.6734601821037333e-05,0.3333333333333333,1.6734601821037333e-05,0.3333333333333333,9286,83,2,open
6455,423,3,66,0.7283950617283951,0.8717948717948718,1.0,17,3,1.0,0.6666666666666666,1.6734601821037333e-05,0.3333333333333333,1.6734601821037333e-05,0.3333333333333333,9286,83,2,close
6455,423,3,66,0.9506172839506172,0.8717948717948718,0.5,17,3,1.0,0.6666666666666666,1.6734601821037333e-05,0.3333333333333333,1.6734601821037333e-05,0.3333333333333333,1697,83,2,close
6455,423,2,66,0.6527777777777778,0.7777777777777778,1.0,17,3,1.0,0.6666666666666666,1.6734601821037333e-05,0.3333333333333333,1.6734601821037333e-05,1.0,9286,83,19,close
6455,423,2,66,0.875,0.7777777777777778,1.0,17,3,1.0,0.6666666666666666,1.6734601821037333e-05,0.3333333333333333,1.6734601821037333e-05,1.0,9286,83,19,close
