F72,F25,F65,F68,F101,F104,F105,F3-TEST_PROPERTIES,F3-NA,F3-SchemaUtil.normalizeIdentifier(tableName),F3-SchemaUtil.normalizeIdentifier(schemaName),F3-Double[],F3-byte[],F3-children.get(0),F3-getUrl(),F3-boolean,F3-PhoenixArray,F3-String,F3-long,F3-int,F3-Properties,F3-List<ParseNode>,F3-BitSet,F3-PreparedStatement,F3-FilenameFilter,F3-input,F3-Connection,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-ramkrishna.s.vasudevan@intel.com,F71-jtaylor@salesforce.com,F71-jamestaylor@apache.org,F71-ndimiduk@apache.org,F71-anoopsamjohn@gmail.com,F71-jeffreyz@apache.org,F71-greid@apache.org,F71-jyates@apache.org,F71-maryannxue@apache.org,F71-jzhong@JZhongs-MacBook-Pro.local,F71-ravimagham@apache.org,F71-stoens@apache.org,F71-rajeshbabu.chintaguntla@huawei.com,F71-elilevine@apache.org,F71-gabrielr@ngdata.com,F71-rajeshbabu@apache.org,F71-apurtell@apache.org,F71-larsh@apache.org,F71-mujtaba@apache.org,F71-maghamravikiran@gmail.com,category
1975,339,6,12,0.8481375358166189,0.3225806451612903,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,CORRECTNESS,DMI_INVOKING_TOSTRING_ON_ARRAY,1,-1.0,0.0,0.2013543055527906,-1.0,236.19230769230768,-1.0,211,3,229,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,open
1975,339,6,12,0.3782234957020057,0.3225806451612903,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0192307692307692,0.0235984775241003,-0.9615384615384616,228.9561403508772,-1.0,675,3,229,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,open
1975,339,6,12,0.332378223495702,0.3225806451612903,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.4571428571428571,0.0235984775241003,-0.0857142857142857,228.9561403508772,-1.0,675,3,229,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,open
1975,339,6,12,0.6274509803921569,0.3939393939393939,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1597222222222222,0.063706285935549,-0.6805555555555556,304.3720930232558,-1.0,675,3,148,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,open
1975,339,5,14,0.4817073170731707,0.4646464646464646,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,3,-1.0,0.125,0.1664585417281888,-0.75,229.1607629427793,-1.0,673,0,27,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,339,10,14,0.8584615384615385,0.3554502369668246,0.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,-1.0,0.5,0.3772880202743073,0.0,282.9373134328358,-1.0,673,0,256,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,339,10,14,0.7723076923076924,0.3554502369668246,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,CORRECTNESS,RV_ABSOLUTE_VALUE_OF_HASHCODE,1,-1.0,0.0,0.2013543055527906,-1.0,236.19230769230768,-1.0,673,0,256,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,339,10,14,0.6184615384615385,0.3554502369668246,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,BAD_PRACTICE,SR_NOT_CHECKED,2,-1.0,0.0,0.1664585417281888,-1.0,229.1607629427793,-1.0,673,0,256,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,339,10,14,0.2492307692307692,0.3554502369668246,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0192307692307692,0.0235984775241003,-0.9615384615384616,228.9561403508772,-1.0,673,0,256,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,339,10,14,0.2215384615384615,0.3554502369668246,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0192307692307692,0.0235984775241003,-0.9615384615384616,228.9561403508772,-1.0,673,0,256,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,339,10,14,0.2676923076923077,0.3554502369668246,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.0192307692307692,0.0235984775241003,-0.9615384615384616,228.9561403508772,-1.0,673,0,256,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,339,10,14,0.2092307692307692,0.3554502369668246,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.4571428571428571,0.0235984775241003,-0.0857142857142857,228.9561403508772,-1.0,673,0,256,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,339,10,14,0.2646153846153846,0.3554502369668246,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.4571428571428571,0.0235984775241003,-0.0857142857142857,228.9561403508772,-1.0,673,0,256,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
1975,339,10,14,0.3723196881091618,0.4950166112956811,0.7142857142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.0,0.3772880202743073,-1.0,282.9373134328358,-1.0,673,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1975,339,10,14,0.2787524366471735,0.4950166112956811,0.5686274509803921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.0,0.3772880202743073,-1.0,282.9373134328358,-1.0,673,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1975,339,10,14,0.378167641325536,0.4950166112956811,0.7857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,CORRECTNESS,IP_PARAMETER_IS_DEAD_BUT_OVERWRITTEN,3,-1.0,0.0,0.2013543055527906,-1.0,236.19230769230768,-1.0,673,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1975,339,10,14,0.4054580896686159,0.4950166112956811,0.1111111111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,UCF_USELESS_CONTROL_FLOW,3,-1.0,0.0909090909090909,0.3772880202743073,-0.8181818181818182,282.9373134328358,-1.0,673,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1975,339,10,14,0.746588693957115,0.4950166112956811,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,3,-1.0,0.0,0.3772880202743073,-1.0,282.9373134328358,-1.0,673,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1975,339,5,14,0.9659685863874344,0.5021645021645021,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,CORRECTNESS,DMI_INVOKING_TOSTRING_ON_ARRAY,2,-1.0,0.0,0.2013543055527906,-1.0,236.19230769230768,-1.0,673,0,305,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,open
1977,339,2,165,0.7431192660550459,0.2098765432098765,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,496,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1597222222222222,0.063706285935549,-0.6805555555555556,304.3720930232558,1.0,675,1964,121,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,close
1975,339,4,165,0.8931297709923665,0.0904761904761904,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,496,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1597222222222222,0.063706285935549,-0.6805555555555556,304.3720930232558,1.0,673,1964,8,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,close
1977,339,2,165,0.4059405940594059,0.1567796610169491,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,496,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1597222222222222,0.063706285935549,-0.6805555555555556,304.3720930232558,0.0,675,1964,238,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,close
1977,339,2,165,0.5445544554455446,0.1567796610169491,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,496,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1597222222222222,0.063706285935549,-0.6805555555555556,304.3720930232558,0.0,675,1964,238,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,close
1977,339,2,165,0.7821782178217822,0.1567796610169491,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,496,BAD_PRACTICE,NP_BOOLEAN_RETURN_NULL,2,-1.0,0.0,0.1664585417281888,-1.0,229.1607629427793,0.0,675,1964,238,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1977,339,2,165,0.8646864686468647,0.1567796610169491,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,496,BAD_PRACTICE,NP_BOOLEAN_RETURN_NULL,2,-1.0,0.0,0.1664585417281888,-1.0,229.1607629427793,0.0,675,1964,238,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
1977,339,4,165,0.503448275862069,0.1337579617834395,0.0655021834061135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,496,STYLE,DLS_DEAD_LOCAL_STORE,3,1.0,0.4444444444444444,0.3772880202743073,-0.1111111111111111,282.9373134328358,-0.5,160,1964,477,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,close
1977,339,4,165,0.7224137931034482,0.1337579617834395,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,496,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1597222222222222,0.063706285935549,-0.6805555555555556,304.3720930232558,-0.5,675,1964,477,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,open
1977,339,4,165,0.8017241379310345,0.1337579617834395,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,496,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1597222222222222,0.063706285935549,-0.6805555555555556,304.3720930232558,-0.5,675,1964,477,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,open
1977,339,4,165,0.4172413793103448,0.1337579617834395,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,496,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,2,0.0,0.2,0.063706285935549,-0.6,304.3720930232558,-0.5,675,1964,477,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,open
1975,339,2,165,0.6027397260273972,0.3953488372093023,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,496,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1597222222222222,0.063706285935549,-0.6805555555555556,304.3720930232558,1.0,673,1964,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,close
1977,339,67,165,0.9607227022780832,0.0902394106813996,0.3839285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,496,CORRECTNESS,NP_NULL_ON_SOME_PATH,2,-1.0,0.2,0.2013543055527906,-0.6,236.19230769230768,-0.8333333333333334,12,1964,1408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
1977,339,67,165,0.3409269442262372,0.0902394106813996,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,496,STYLE,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,1,1.0,0.1034482758620689,0.3772880202743073,-0.7931034482758621,282.9373134328358,-0.8333333333333334,196,1964,1408,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,close
1977,339,67,165,0.5624509033778476,0.0902394106813996,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,496,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1597222222222222,0.063706285935549,-0.6805555555555556,304.3720930232558,-0.8333333333333334,675,1964,1408,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,open
1977,339,67,165,0.6205813040062844,0.0902394106813996,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,496,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,2,-1.0,0.024390243902439,0.3772880202743073,-0.951219512195122,282.9373134328358,-0.8333333333333334,196,1964,1408,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
1977,339,67,165,0.5868028279654359,0.0902394106813996,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,496,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1597222222222222,0.063706285935549,-0.6805555555555556,304.3720930232558,-0.8333333333333334,675,1964,1408,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,open
1977,339,67,165,0.6355066771406127,0.0902394106813996,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,496,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1597222222222222,0.063706285935549,-0.6805555555555556,304.3720930232558,-0.8333333333333334,675,1964,1408,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,open
1977,339,67,165,0.7564807541241163,0.0902394106813996,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,496,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,2,-1.0,0.024390243902439,0.3772880202743073,-0.951219512195122,282.9373134328358,-0.8333333333333334,196,1964,1408,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,open
1977,339,67,165,0.6834249803613511,0.0902394106813996,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,496,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1597222222222222,0.063706285935549,-0.6805555555555556,304.3720930232558,-0.8333333333333334,675,1964,1408,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,open
1977,339,67,165,0.7714061272584446,0.0902394106813996,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,496,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1597222222222222,0.063706285935549,-0.6805555555555556,304.3720930232558,-0.8333333333333334,675,1964,1408,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,open
1977,339,67,165,0.8185388845247447,0.0902394106813996,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,496,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1597222222222222,0.063706285935549,-0.6805555555555556,304.3720930232558,-0.8333333333333334,675,1964,1408,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,open
1977,339,67,165,0.8538884524744698,0.0902394106813996,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,496,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.1597222222222222,0.063706285935549,-0.6805555555555556,304.3720930232558,-0.8333333333333334,675,1964,1408,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,open
